BusinessID,BusinessName,PrefectureID,BusinessType,PrefectureName,BusinessTypeEn
4000532,有限会社鳥栖製陶,41,窯業・陶磁器,佐賀県,Ceramics
4000533,株式会社鳴沢飲料,19,飲料製造,山梨県,Beverage manufacturing
4000534,株式会社松前農園,38,果樹・青果,愛媛県,Orchard and produce
4000535,有限会社津水産,24,水産・水産加工,三重県,Fisheries and seafood processing
4000536,有限会社西海海産,42,水産・水産加工,長崎県,Fisheries and seafood processing
4000537,株式会社宇都宮果樹園,9,果樹・青果,栃木県,Orchard and produce
4000538,株式会社恩納旅館,47,観光・宿泊,沖縄県,Tourism and lodging
4000539,株式会社玉珈琲,10,製茶・焙煎,群馬県,Tea processing and roasting
4000540,株式会社益子牧場,9,畜産・食肉加工,栃木県,Livestock and meat processing
4000541,株式会社宮若ミート,40,畜産・食肉加工,福岡県,Livestock and meat processing
4000542,株式会社四国中央飲料,38,飲料製造,愛媛県,Beverage manufacturing
4000543,有限会社黒滝本舗,29,伝統工芸,奈良県,Traditional crafts
4000544,農事組合法人美郷製麺,5,製麺,秋田県,Noodle manufacturing
4000545,株式会社都留工房,19,伝統工芸,山梨県,Traditional crafts
4000546,株式会社秦野旅館,14,観光・宿泊,神奈川県,Tourism and lodging
4000547,株式会社中津海産,44,水産・水産加工,大分県,Fisheries and seafood processing
4000548,有限会社南箕輪フルーツ,20,果樹・青果,長野県,Orchard and produce
4000549,株式会社黒潮醸造,39,酒造,高知県,Sake and spirits brewing
4000550,株式会社富岡果樹園,7,果樹・青果,福島県,Orchard and produce
4000551,株式会社日南酒造場,45,酒造,宮崎県,Sake and spirits brewing
4000552,協同組合大豊漁業,39,水産・水産加工,高知県,Fisheries and seafood processing
4000553,株式会社伊東ペット,22,ペット用品,静岡県,Pet supplies
4000554,有限会社飯南畜産,32,畜産・食肉加工,島根県,Livestock and meat processing
4000555,有限会社日立米穀,8,米穀・製粉,茨城県,Rice and milling
4000556,農事組合法人大仙ライス,5,米穀・製粉,秋田県,Rice and milling
4000557,株式会社かつらぎドリンク,30,飲料製造,和歌山県,Beverage manufacturing
4000558,有限会社那賀織物,36,繊維・アパレル,徳島県,Textiles and apparel
4000559,有限会社愛川菓子舗,14,製菓・製パン,神奈川県,Confectionery and bakery
4000560,農事組合法人小豆島フルーツ,37,果樹・青果,香川県,Orchard and produce
4000561,合同会社久米南工芸,33,伝統工芸,岡山県,Traditional crafts
4000562,協同組合あきる野ツーリズム,13,観光・体験,東京都,Tourism and experiences
4000563,有限会社西興部製菓,1,製菓・製パン,北海道,Confectionery and bakery
4000564,合同会社京丹後陶苑,26,窯業・陶磁器,京都府,Ceramics
4000565,有限会社奥出雲ミート,32,畜産・食肉加工,島根県,Livestock and meat processing
4000566,株式会社南牧ファーム,10,農産・青果,群馬県,Agriculture and produce
4000567,農事組合法人おおい酒造,18,酒造,福井県,Sake and spirits brewing
4000568,有限会社遠野畜産,3,畜産・食肉加工,岩手県,Livestock and meat processing
4000569,農事組合法人邑南醸造,32,酒造,島根県,Sake and spirits brewing
4000570,株式会社愛南水産,38,水産・水産加工,愛媛県,Fisheries and seafood processing
4000571,有限会社筑後水産,40,水産・水産加工,福岡県,Fisheries and seafood processing
4000572,株式会社ふじみ野商店,11,食品加工,埼玉県,Food processing
4000573,有限会社神山麺業,36,製麺,徳島県,Noodle manufacturing
4000574,有限会社亀岡本舗,26,伝統工芸,京都府,Traditional crafts
4000575,農事組合法人木古内漁業,1,水産・水産加工,北海道,Fisheries and seafood processing
4000576,株式会社富士見食品,11,食品加工,埼玉県,Food processing
4000577,農事組合法人若狭製陶,18,窯業・陶磁器,福井県,Ceramics
4000578,株式会社大垣牧場,21,畜産・食肉加工,岐阜県,Livestock and meat processing
4000579,有限会社勝山醸造,18,酒造,福井県,Sake and spirits brewing
4000580,有限会社山元商店,4,食品加工,宮城県,Food processing
4000581,有限会社菰野漁業,24,水産・水産加工,三重県,Fisheries and seafood processing
4000582,株式会社青ヶ島ツーリズム,13,観光・体験,東京都,Tourism and experiences
4000583,株式会社市川三郷工房,19,伝統工芸,山梨県,Traditional crafts
4000584,有限会社久御山製麺,26,製麺,京都府,Noodle manufacturing
4000585,協同組合日向ミート,45,畜産・食肉加工,宮崎県,Livestock and meat processing
4000586,合同会社南魚沼麺業,15,製麺,新潟県,Noodle manufacturing
4000587,有限会社北谷菓子舗,47,製菓・製パン,沖縄県,Confectionery and bakery
4000588,有限会社筑北ファーム,20,農産・青果,長野県,Agriculture and produce
4000589,協同組合山辺牧場,6,畜産・食肉加工,山形県,Livestock and meat processing
4000590,合同会社広陵製麺,29,製麺,奈良県,Noodle manufacturing
4000591,有限会社神津島玩具,13,文具・玩具,東京都,Stationery and toys
4000592,協同組合東秩父米穀,11,米穀・製粉,埼玉県,Rice and milling
4000593,農事組合法人日出酒造,44,酒造,大分県,Sake and spirits brewing
4000594,協同組合風間浦畜産,2,畜産・食肉加工,青森県,Livestock and meat processing
4000595,株式会社山武ミート,12,畜産・食肉加工,千葉県,Livestock and meat processing
4000596,有限会社向日製菓,26,製菓・製パン,京都府,Confectionery and bakery
4000597,株式会社うきは海産,40,水産・水産加工,福岡県,Fisheries and seafood processing
4000598,株式会社十和田酒造,2,酒造,青森県,Sake and spirits brewing
4000599,有限会社高砂牧場,28,畜産・食肉加工,兵庫県,Livestock and meat processing
4000600,有限会社江南本舗,23,調味料製造,愛知県,Seasoning manufacturing
4000601,合同会社柏原ベーカリー,27,製菓・製パン,大阪府,Confectionery and bakery
4000602,株式会社白岡製菓,11,製菓・製パン,埼玉県,Confectionery and bakery
4000603,株式会社壱岐ライス,42,米穀・製粉,長崎県,Rice and milling
4000604,株式会社金沢工房,17,伝統工芸,石川県,Traditional crafts
4000605,合同会社佐々牧場,42,畜産・食肉加工,長崎県,Livestock and meat processing
4000606,有限会社最上果樹園,6,果樹・青果,山形県,Orchard and produce
4000607,農事組合法人北相木製麺,20,製麺,長野県,Noodle manufacturing
4000608,農事組合法人南さつま醸造,46,酒造,鹿児島県,Sake and spirits brewing
4000609,株式会社福崎ベーカリー,28,製菓・製パン,兵庫県,Confectionery and bakery
4000610,有限会社深谷珈琲,11,製茶・焙煎,埼玉県,Tea processing and roasting
4000611,株式会社延岡商店,45,食品加工,宮崎県,Food processing
4000612,農事組合法人鯖江酒造,18,酒造,福井県,Sake and spirits brewing
4000613,株式会社津久見牧場,44,畜産・食肉加工,大分県,Livestock and meat processing
4000614,株式会社那賀ファーム,36,農産・青果,徳島県,Agriculture and produce
4000615,有限会社珠洲水産,17,水産・水産加工,石川県,Fisheries and seafood processing
4000616,有限会社下松漁業,35,水産・水産加工,山口県,Fisheries and seafood processing
4000617,株式会社大川青果,39,農産・青果,高知県,Agriculture and produce
4000618,合同会社美郷フルーツ,45,果樹・青果,宮崎県,Orchard and produce
4000619,農事組合法人八幡平麺業,3,製麺,岩手県,Noodle manufacturing
4000620,株式会社吉備中央陶苑,33,窯業・陶磁器,岡山県,Ceramics
4000621,有限会社唐津酒造場,41,酒造,佐賀県,Sake and spirits brewing
4000622,有限会社鮭川酒造場,6,酒造,山形県,Sake and spirits brewing
4000623,農事組合法人尾花沢酒造場,6,酒造,山形県,Sake and spirits brewing
4000624,有限会社あま製菓,23,製菓・製パン,愛知県,Confectionery and bakery
4000625,株式会社滝沢畜産,3,畜産・食肉加工,岩手県,Livestock and meat processing
4000626,株式会社邑南醸造,32,酒造,島根県,Sake and spirits brewing
4000627,株式会社宇治工房,26,伝統工芸,京都府,Traditional crafts
4000628,株式会社智頭農園,31,果樹・青果,鳥取県,Orchard and produce
4000629,合同会社長浜精米,25,米穀・製粉,滋賀県,Rice and milling
4000630,有限会社輪之内製材,21,木工・家具,岐阜県,Woodwork and furniture
4000631,株式会社あわら漁業,18,水産・水産加工,福井県,Fisheries and seafood processing
4000632,株式会社大野城麺業,40,製麺,福岡県,Noodle manufacturing
4000633,株式会社西原酒造,43,酒造,熊本県,Sake and spirits brewing
4000634,株式会社笠置製菓,26,製菓・製パン,京都府,Confectionery and bakery
4000635,有限会社那賀果樹園,36,果樹・青果,徳島県,Orchard and produce
4000636,株式会社六ヶ所ファーム,2,農産・青果,青森県,Agriculture and produce
4000637,有限会社野田ライス,3,米穀・製粉,岩手県,Rice and milling
4000638,株式会社美郷アニマル,45,ペット用品,宮崎県,Pet supplies
4000639,合同会社江東グリーン,13,園芸・造園,東京都,Horticulture and landscaping
4000640,合同会社鎌倉製菓,14,製菓・製パン,神奈川県,Confectionery and bakery
4000641,株式会社横須賀製菓,14,製菓・製パン,神奈川県,Confectionery and bakery
4000642,有限会社西郷青果,7,農産・青果,福島県,Agriculture and produce
4000643,農事組合法人湯沢製麺,15,製麺,新潟県,Noodle manufacturing
4000644,合同会社茂木茶園,9,製茶・焙煎,栃木県,Tea processing and roasting
4000645,協同組合川上ワイナリー,20,醸造,長野県,Brewing
4000646,有限会社加古川物産,28,総合物産,兵庫県,General trading
4000647,株式会社中能登工房,17,伝統工芸,石川県,Traditional crafts
4000648,有限会社東洋青果,39,農産・青果,高知県,Agriculture and produce
4000649,有限会社神戸ミート,21,畜産・食肉加工,岐阜県,Livestock and meat processing
4000650,有限会社幸手珈琲,11,製茶・焙煎,埼玉県,Tea processing and roasting
4000651,株式会社大阪ツーリズム,27,観光・体験,大阪府,Tourism and experiences
4000652,有限会社坂観光,34,観光・体験,広島県,Tourism and experiences
4000653,有限会社日進フーズ,23,食品加工,愛知県,Food processing
4000654,合同会社串間酒造,45,酒造,宮崎県,Sake and spirits brewing
4000655,株式会社西米良窯,45,窯業・陶磁器,宮崎県,Ceramics
4000656,合同会社日吉津フルーツ,31,果樹・青果,鳥取県,Orchard and produce
4000657,株式会社川西牧場,6,畜産・食肉加工,山形県,Livestock and meat processing
4000658,農事組合法人神栖青果,8,農産・青果,茨城県,Agriculture and produce
4000659,有限会社那智勝浦海産,30,水産・水産加工,和歌山県,Fisheries and seafood processing
4000660,有限会社白石商会,4,生活用品,宮城県,Household goods
4000661,株式会社尾張旭テキスタイル,23,繊維・アパレル,愛知県,Textiles and apparel
4000662,農事組合法人都城麺業,45,製麺,宮崎県,Noodle manufacturing
4000663,株式会社上毛海産,40,水産・水産加工,福岡県,Fisheries and seafood processing
4000664,有限会社久慈ライス,3,米穀・製粉,岩手県,Rice and milling
4000665,有限会社新見リゾート,33,観光・宿泊,岡山県,Tourism and lodging
4000666,有限会社三朝米穀,31,米穀・製粉,鳥取県,Rice and milling
4000667,有限会社平田果樹園,7,果樹・青果,福島県,Orchard and produce
4000668,株式会社宮古島旅館,47,観光・宿泊,沖縄県,Tourism and lodging
4000669,協同組合柏崎漁業,15,水産・水産加工,新潟県,Fisheries and seafood processing
4000670,有限会社山田水産,3,水産・水産加工,岩手県,Fisheries and seafood processing
4000671,有限会社新上五島製菓,42,製菓・製パン,長崎県,Confectionery and bakery
4000672,株式会社上牧工房,29,伝統工芸,奈良県,Traditional crafts
4000673,有限会社遊佐醸造,6,酒造,山形県,Sake and spirits brewing
4000674,有限会社豊後大野醸造,44,酒造,大分県,Sake and spirits brewing
4000675,農事組合法人小川スポーツ,20,スポーツ用品,長野県,Sporting goods
4000676,株式会社逗子観光,14,観光・宿泊,神奈川県,Tourism and lodging
4000677,有限会社高浜商店,23,食品加工,愛知県,Food processing
4000678,農事組合法人広陵農園,29,果樹・青果,奈良県,Orchard and produce
4000679,合同会社白井ファーム,12,農産・青果,千葉県,Agriculture and produce
4000680,株式会社弘前海産,2,水産・水産加工,青森県,Fisheries and seafood processing
4000681,農事組合法人岸和田製菓,27,製菓・製パン,大阪府,Confectionery and bakery
4000682,株式会社香南ライス,39,米穀・製粉,高知県,Rice and milling
4000683,農事組合法人八幡化粧品,26,化粧品製造,京都府,Cosmetics manufacturing
4000684,株式会社入善ライス,16,米穀・製粉,富山県,Rice and milling
4000685,有限会社山添フルーツ,29,果樹・青果,奈良県,Orchard and produce
4000686,協同組合諫早菓子舗,42,製菓・製パン,長崎県,Confectionery and bakery
4000687,協同組合恵那工芸,21,伝統工芸,岐阜県,Traditional crafts
4000688,有限会社愛南フルーツ,38,果樹・青果,愛媛県,Orchard and produce
4000689,有限会社湖西フーズ,22,食品加工,静岡県,Food processing
4000690,株式会社美馬織物,36,繊維・アパレル,徳島県,Textiles and apparel
4000691,協同組合江田島水産,34,水産・水産加工,広島県,Fisheries and seafood processing
4000692,株式会社久米島水産,47,水産・水産加工,沖縄県,Fisheries and seafood processing
4000693,有限会社木更津漁業,12,水産・水産加工,千葉県,Fisheries and seafood processing
4000694,農事組合法人柏崎製麺,15,製麺,新潟県,Noodle manufacturing
4000695,株式会社南山城工房,26,伝統工芸,京都府,Traditional crafts
4000696,株式会社伊万里醸造,41,酒造,佐賀県,Sake and spirits brewing
4000697,株式会社阿武商店,35,食品加工,山口県,Food processing
4000698,株式会社廿日漁業,34,水産・水産加工,広島県,Fisheries and seafood processing
4000699,株式会社新見フルーツ,33,果樹・青果,岡山県,Orchard and produce
4000700,株式会社茂木茶園,9,製茶・焙煎,栃木県,Tea processing and roasting
4000701,株式会社東松島農園,4,農産・青果,宮城県,Agriculture and produce
4000702,合同会社三木海産,28,水産・水産加工,兵庫県,Fisheries and seafood processing
4000703,株式会社瑞穂牧場,21,畜産・食肉加工,岐阜県,Livestock and meat processing
4000704,協同組合潮来ファーム,8,農産・青果,茨城県,Agriculture and produce
4000705,株式会社坂祝木工,21,木工・家具,岐阜県,Woodwork and furniture
4000706,株式会社赤磐フルーツ,33,果樹・青果,岡山県,Orchard and produce
4000707,株式会社杵築観光,44,観光・宿泊,大分県,Tourism and lodging
4000708,有限会社町田ベーカリー,13,製菓・製パン,東京都,Confectionery and bakery
4000709,株式会社高森ファーム,43,農産・青果,熊本県,Agriculture and produce
4000710,合同会社海老名菓子舗,14,製菓・製パン,神奈川県,Confectionery and bakery
4000711,農事組合法人野洲米穀,25,米穀・製粉,滋賀県,Rice and milling
4000712,有限会社新庄フルーツ,6,果樹・青果,山形県,Orchard and produce
4000713,合同会社佐世保製麺,42,製麺,長崎県,Noodle manufacturing
4000714,有限会社南魚沼水産,15,水産・水産加工,新潟県,Fisheries and seafood processing
4000715,有限会社豊後高田商店,44,食品加工,大分県,Food processing
4000716,協同組合延岡畜産,45,畜産・食肉加工,宮崎県,Livestock and meat processing
4000717,株式会社大仙電機,5,電機・機械,秋田県,Electronics and machinery
4000718,有限会社かつらぎ果樹園,30,果樹・青果,和歌山県,Orchard and produce
4000719,株式会社厚木製菓,14,製菓・製パン,神奈川県,Confectionery and bakery
4000720,合同会社若狭窯,18,窯業・陶磁器,福井県,Ceramics
4000721,株式会社能登工房,17,伝統工芸,石川県,Traditional crafts
4000722,有限会社竹原窯,34,窯業・陶磁器,広島県,Ceramics
4000723,株式会社朝日米穀,16,米穀・製粉,富山県,Rice and milling
4000724,農事組合法人阿賀麺業,15,製麺,新潟県,Noodle manufacturing
4000725,株式会社刈谷テキスタイル,23,繊維・アパレル,愛知県,Textiles and apparel
4000726,株式会社若桜園芸,31,園芸・造園,鳥取県,Horticulture and landscaping
4000727,合同会社佐久穂ファーム,20,農産・青果,長野県,Agriculture and produce
4000728,株式会社宇陀農園,29,果樹・青果,奈良県,Orchard and produce
4000729,有限会社今帰仁旅館,47,観光・宿泊,沖縄県,Tourism and lodging
4000730,有限会社芦屋ブルワリー,40,醸造,福岡県,Brewing
4000731,株式会社門川酒造場,45,酒造,宮崎県,Sake and spirits brewing
4000732,株式会社小松電機,17,電機・機械,石川県,Electronics and machinery
4000733,有限会社西興部海産,1,水産・水産加工,北海道,Fisheries and seafood processing
4000734,農事組合法人新富食品,45,食品加工,宮崎県,Food processing
4000735,株式会社嵐山商店,11,食品加工,埼玉県,Food processing
4000736,有限会社北斗牧場,1,酪農・乳製品,北海道,Dairy farming
4000737,合同会社周南米穀,35,米穀・製粉,山口県,Rice and milling
4000738,有限会社高取工房,29,伝統工芸,奈良県,Traditional crafts
4000739,株式会社北広島商店,34,食品加工,広島県,Food processing
4000740,株式会社吉野川麺業,36,製麺,徳島県,Noodle manufacturing
4000741,株式会社港生活用品,13,生活用品,東京都,Household goods
4000742,有限会社多古陶苑,12,窯業・陶磁器,千葉県,Ceramics
4000743,有限会社吉備中央テキスタイル,33,繊維・アパレル,岡山県,Textiles and apparel
4000744,株式会社宝達志水酒造場,17,酒造,石川県,Sake and spirits brewing
4000745,農事組合法人神流青果,10,農産・青果,群馬県,Agriculture and produce
4000746,株式会社丸亀製麺,37,製麺,香川県,Noodle manufacturing
4000747,株式会社泉大津菓子舗,27,製菓・製パン,大阪府,Confectionery and bakery
4000748,有限会社えびの本舗,45,調味料製造,宮崎県,Seasoning manufacturing
4000749,株式会社南部漁業,31,水産・水産加工,鳥取県,Fisheries and seafood processing
4000750,農事組合法人栗東米穀,25,米穀・製粉,滋賀県,Rice and milling
4000751,株式会社清瀬商会,13,生活用品,東京都,Household goods
4000752,株式会社亘理米穀,4,米穀・製粉,宮城県,Rice and milling
4000753,有限会社海士醸造,32,酒造,島根県,Sake and spirits brewing
4000754,農事組合法人鳥栖水産,41,水産・水産加工,佐賀県,Fisheries and seafood processing
4000755,有限会社伊勢牧場,24,畜産・食肉加工,三重県,Livestock and meat processing
4000756,有限会社所沢酒造場,11,酒造,埼玉県,Sake and spirits brewing
4000757,協同組合宇美農園,40,果樹・青果,福岡県,Orchard and produce
4000758,株式会社葛城織物,29,繊維・アパレル,奈良県,Textiles and apparel
4000759,農事組合法人玉城ミート,24,畜産・食肉加工,三重県,Livestock and meat processing
4000760,株式会社赤磐ライス,33,米穀・製粉,岡山県,Rice and milling
4000761,株式会社昭和ファーム,10,農産・青果,群馬県,Agriculture and produce
4000762,有限会社舞鶴陶苑,26,窯業・陶磁器,京都府,Ceramics
4000763,有限会社高梁製陶,33,窯業・陶磁器,岡山県,Ceramics
4000764,合同会社柴田米穀,4,米穀・製粉,宮城県,Rice and milling
4000765,有限会社天栄果樹園,7,果樹・青果,福島県,Orchard and produce
4000766,株式会社那須烏山乳業,9,酪農・乳製品,栃木県,Dairy farming
4000767,株式会社三木製材,37,木工・家具,香川県,Woodwork and furniture
4000768,合同会社青ヶ島商会,13,生活用品,東京都,Household goods
4000769,合同会社須賀川観光,7,観光・宿泊,福島県,Tourism and lodging
4000770,株式会社鎌ケ谷牧場,12,畜産・食肉加工,千葉県,Livestock and meat processing
4000771,有限会社屋久島牧場,46,畜産・食肉加工,鹿児島県,Livestock and meat processing
4000772,協同組合北栄ミート,31,畜産・食肉加工,鳥取県,Livestock and meat processing
4000773,有限会社魚津米穀,16,米穀・製粉,富山県,Rice and milling
4000774,有限会社大川ベーカリー,40,製菓・製パン,福岡県,Confectionery and bakery
4000775,有限会社観音寺製麺,37,製麺,香川県,Noodle manufacturing
4000776,有限会社津山製陶,33,窯業・陶磁器,岡山県,Ceramics
4000777,有限会社白山陶苑,17,窯業・陶磁器,石川県,Ceramics
4000778,有限会社新居浜果樹園,38,果樹・青果,愛媛県,Orchard and produce
4000779,株式会社三島醸造,46,酒造,鹿児島県,Sake and spirits brewing
4000780,農事組合法人河津果樹園,22,果樹・青果,静岡県,Orchard and produce
4000781,株式会社富津牧場,12,畜産・食肉加工,千葉県,Livestock and meat processing
4000782,有限会社松浦製陶,42,窯業・陶磁器,長崎県,Ceramics
4000783,株式会社涌谷漁業,4,水産・水産加工,宮城県,Fisheries and seafood processing
4000784,株式会社岩国珈琲,35,製茶・焙煎,山口県,Tea processing and roasting
4000785,株式会社佐伯リゾート,44,観光・宿泊,大分県,Tourism and lodging
4000786,株式会社菊川漁業,22,水産・水産加工,静岡県,Fisheries and seafood processing
4000787,有限会社気仙沼精米,4,米穀・製粉,宮城県,Rice and milling
4000788,有限会社日置酒造場,46,酒造,鹿児島県,Sake and spirits brewing
4000789,有限会社安曇野コスメ,20,化粧品製造,長野県,Cosmetics manufacturing
4000790,合同会社神恵内牧場,1,畜産・食肉加工,北海道,Livestock and meat processing
4000791,合同会社伊予水産,38,水産・水産加工,愛媛県,Fisheries and seafood processing
4000792,株式会社妙高醸造,15,酒造,新潟県,Sake and spirits brewing
4000793,有限会社川上製茶,29,製茶・焙煎,奈良県,Tea processing and roasting
4000794,有限会社瑞浪家具,21,木工・家具,岐阜県,Woodwork and furniture
4000795,有限会社大竹水産,34,水産・水産加工,広島県,Fisheries and seafood processing
4000796,株式会社熊野乳業,34,酪農・乳製品,広島県,Dairy farming
4000797,合同会社曽於ファーム,46,農産・青果,鹿児島県,Agriculture and produce
4000798,株式会社野沢温泉青果,20,農産・青果,長野県,Agriculture and produce
4000799,協同組合朝日水産,24,水産・水産加工,三重県,Fisheries and seafood processing
4000800,株式会社芝山飲料,12,飲料製造,千葉県,Beverage manufacturing
4000801,協同組合神栖ベーカリー,8,製菓・製パン,茨城県,Confectionery and bakery
4000802,株式会社小坂製麺,5,製麺,秋田県,Noodle manufacturing
4000803,有限会社狛江麺業,13,製麺,東京都,Noodle manufacturing
4000804,合同会社筑紫野麺業,40,製麺,福岡県,Noodle manufacturing
4000805,協同組合有田化粧品,30,化粧品製造,和歌山県,Cosmetics manufacturing
4000806,株式会社安曇野果樹園,20,果樹・青果,長野県,Orchard and produce
4000807,株式会社益田精米,32,米穀・製粉,島根県,Rice and milling
4000808,有限会社伊方織物,38,繊維・アパレル,愛媛県,Textiles and apparel
4000809,有限会社小菅ワイナリー,19,醸造,山梨県,Brewing
4000810,株式会社伊東果樹園,22,果樹・青果,静岡県,Orchard and produce
4000811,協同組合京都工芸,26,伝統工芸,京都府,Traditional crafts
4000812,協同組合丹波山農園,19,果樹・青果,山梨県,Orchard and produce
4000813,有限会社大田ライス,32,米穀・製粉,島根県,Rice and milling
4000814,有限会社白山製陶,17,窯業・陶磁器,石川県,Ceramics
4000815,株式会社湯沢ミート,5,畜産・食肉加工,秋田県,Livestock and meat processing
4000816,有限会社香美菓子舗,28,製菓・製パン,兵庫県,Confectionery and bakery
4000817,株式会社田原商会,23,生活用品,愛知県,Household goods
4000818,株式会社遠別乳業,1,酪農・乳製品,北海道,Dairy farming
4000819,農事組合法人田野畑ライス,3,米穀・製粉,岩手県,Rice and milling
4000820,有限会社甲良工芸,25,伝統工芸,滋賀県,Traditional crafts
4000821,株式会社えりもペット,1,ペット用品,北海道,Pet supplies
4000822,株式会社室戸醸造,39,酒造,高知県,Sake and spirits brewing
4000823,農事組合法人榛東畜産,10,畜産・食肉加工,群馬県,Livestock and meat processing
4000824,有限会社新庄製菓,33,製菓・製パン,岡山県,Confectionery and bakery
4000825,株式会社筑後製菓,40,製菓・製パン,福岡県,Confectionery and bakery
4000826,有限会社海士精米,32,米穀・製粉,島根県,Rice and milling
4000827,有限会社江府ミート,31,畜産・食肉加工,鳥取県,Livestock and meat processing
4000828,株式会社大野製材,21,木工・家具,岐阜県,Woodwork and furniture
4000829,農事組合法人玉城酒造場,24,酒造,三重県,Sake and spirits brewing
4000830,株式会社那珂川デイリー,9,酪農・乳製品,栃木県,Dairy farming
4000831,有限会社氷見ライス,16,米穀・製粉,富山県,Rice and milling
4000832,株式会社佐野牧場,9,畜産・食肉加工,栃木県,Livestock and meat processing
4000833,有限会社上士幌デイリー,1,酪農・乳製品,北海道,Dairy farming
4000834,有限会社高野水産,30,水産・水産加工,和歌山県,Fisheries and seafood processing
4000835,株式会社十津川アニマル,29,ペット用品,奈良県,Pet supplies
4000836,株式会社四国中央ドリンク,38,飲料製造,愛媛県,Beverage manufacturing
4000837,有限会社能美醸造,17,酒造,石川県,Sake and spirits brewing
4000838,有限会社中央飲料,19,飲料製造,山梨県,Beverage manufacturing
4000839,有限会社さぬき青果,37,農産・青果,香川県,Agriculture and produce
4000840,株式会社札幌ベーカリー,1,製菓・製パン,北海道,Confectionery and bakery
4000841,株式会社小林果樹園,45,果樹・青果,宮崎県,Orchard and produce
4000842,有限会社勝央織物,33,繊維・アパレル,岡山県,Textiles and apparel
4000843,有限会社宮津本舗,26,伝統工芸,京都府,Traditional crafts
4000844,株式会社大子化粧品,8,化粧品製造,茨城県,Cosmetics manufacturing
4000845,株式会社津島製麺,23,製麺,愛知県,Noodle manufacturing
4000846,株式会社柴田本舗,4,調味料製造,宮城県,Seasoning manufacturing
4000847,株式会社大淀フルーツ,29,果樹・青果,奈良県,Orchard and produce
4000848,株式会社球磨醸造,43,酒造,熊本県,Sake and spirits brewing
4000849,農事組合法人片品青果,10,農産・青果,群馬県,Agriculture and produce
4000850,合同会社会津坂下ファーム,7,農産・青果,福島県,Agriculture and produce
4000851,株式会社湯河原商会,14,生活用品,神奈川県,Household goods
4000852,株式会社奄美漁業,46,水産・水産加工,鹿児島県,Fisheries and seafood processing
4000853,有限会社上工芸,16,伝統工芸,富山県,Traditional crafts
4000854,株式会社鯖江リゾート,18,観光・宿泊,福井県,Tourism and lodging
4000855,協同組合越生食品,11,食品加工,埼玉県,Food processing
4000856,有限会社文京製菓,13,製菓・製パン,東京都,Confectionery and bakery
4000857,合同会社旭川ワイナリー,1,醸造,北海道,Brewing
4000858,有限会社富加家具,21,木工・家具,岐阜県,Woodwork and furniture
4000859,株式会社伊是名果樹園,47,果樹・青果,沖縄県,Orchard and produce
4000860,株式会社朝日海産,16,水産・水産加工,富山県,Fisheries and seafood processing
4000861,株式会社伊東食品,22,食品加工,静岡県,Food processing
4000862,合同会社北川青果,39,農産・青果,高知県,Agriculture and produce
4000863,株式会社横芝光牧場,12,畜産・食肉加工,千葉県,Livestock and meat processing
4000864,株式会社木更津醸造,12,調味料製造,千葉県,Seasoning manufacturing
4000865,株式会社市川醸造,28,酒造,兵庫県,Sake and spirits brewing
4000866,協同組合井手珈琲,26,製茶・焙煎,京都府,Tea processing and roasting
4000867,農事組合法人太田農園,10,農産・青果,群馬県,Agriculture and produce
4000868,株式会社日南フルーツ,31,果樹・青果,鳥取県,Orchard and produce
4000869,株式会社能登本舗,17,伝統工芸,石川県,Traditional crafts
4000870,有限会社みやこ製麺,40,製麺,福岡県,Noodle manufacturing
4000871,農事組合法人大蔵牧場,6,酪農・乳製品,山形県,Dairy farming
4000872,農事組合法人阪南観光,27,観光・体験,大阪府,Tourism and experiences
4000873,農事組合法人かほく酒造,17,酒造,石川県,Sake and spirits brewing
4000874,株式会社小値賀製菓,42,製菓・製パン,長崎県,Confectionery and bakery
4000875,有限会社苓北ファーム,43,農産・青果,熊本県,Agriculture and produce
4000876,有限会社直島フルーツ,37,果樹・青果,香川県,Orchard and produce
4000877,株式会社熱海フーズ,22,食品加工,静岡県,Food processing
4000878,協同組合光水産,35,水産・水産加工,山口県,Fisheries and seafood processing
4000879,農事組合法人木曽岬ベーカリー,24,製菓・製パン,三重県,Confectionery and bakery
4000880,株式会社南関青果,43,農産・青果,熊本県,Agriculture and produce
4000881,株式会社西海麺業,42,製麺,長崎県,Noodle manufacturing
4000882,有限会社幸手珈琲,11,製茶・焙煎,埼玉県,Tea processing and roasting
4000883,株式会社小清水青果,1,農産・青果,北海道,Agriculture and produce
4000884,株式会社朝霞ツーリズム,11,観光・体験,埼玉県,Tourism and experiences
4000885,株式会社野洲畜産,25,畜産・食肉加工,滋賀県,Livestock and meat processing
4000886,協同組合唐津製陶,41,窯業・陶磁器,佐賀県,Ceramics
4000887,協同組合ふじみ野菓子舗,11,製菓・製パン,埼玉県,Confectionery and bakery
4000888,株式会社小菅海産,19,水産・水産加工,山梨県,Fisheries and seafood processing
4000889,株式会社長和ファーム,20,農産・青果,長野県,Agriculture and produce
4000890,有限会社盛岡ミート,3,畜産・食肉加工,岩手県,Livestock and meat processing
4000891,株式会社大紀菓子舗,24,製菓・製パン,三重県,Confectionery and bakery
4000892,株式会社鹿追畜産,1,畜産・食肉加工,北海道,Livestock and meat processing
