BusinessID,GiftID
4000608,3003811
4000608,3004285
4000608,3004388
4000608,3004448
4000608,3005616
4000608,3005630
4000609,3001576
4000609,3001939
4000609,3002731
4000609,3002789
4000609,3003232
4000609,3003642
4000609,3004386
4000609,3005359
4000609,3005597
4000610,3001107
4000610,3001312
4000610,3001644
4000610,3001779
4000610,3002165
4000610,3004709
4000610,3005226
4000611,3000638
4000611,3001902
4000611,3002138
4000611,3003771
4000611,3004014
4000611,3004334
4000611,3004711
4000611,3005011
4000612,3000297
4000612,3000798
4000612,3001183
4000612,3002170
4000612,3003048
4000613,3000701
4000613,3001850
4000613,3002517
4000613,3002602
4000614,3000261
4000614,3002294
4000614,3002672
4000614,3002697
4000614,3005117
4000614,3005231
4000614,3005266
4000615,3000518
4000615,3000647
4000615,3002153
4000615,3004920
4000615,3005148
4000615,3005955
4000616,3000359
4000616,3001321
4000616,3001358
4000616,3002500
4000616,3005061
4000617,3001936
4000617,3003826
4000617,3004520
4000617,3004884
4000618,3001958
4000619,3001164
4000619,3001190
4000619,3001928
4000619,3002838
4000619,3004564
4000620,3000414
4000620,3002093
4000620,3003837
4000620,3004899
4000621,3003778
4000621,3004099
4000621,3005374
4000622,3000114
4000622,3000226
4000622,3000515
4000622,3000592
4000622,3002148
4000622,3002799
4000622,3003652
4000622,3005523
4000623,3000592
4000623,3001034
4000623,3002799
4000623,3004988
4000623,3005232
4000623,3005577
4000624,3001300
4000624,3002204
4000624,3003165
4000624,3003351
4000624,3003656
4000624,3004604
4000624,3005230
4000624,3005826
4000625,3000004
4000625,3000387
4000625,3001042
4000625,3003582
4000625,3004013
4000625,3004214
4000625,3005462
4000626,3000030
4000626,3002469
4000626,3005300
4000627,3001836
4000627,3002382
4000627,3003318
4000627,3004715
4000627,3005373
4000627,3005540
4000627,3005886
4000628,3003038
4000628,3004910
4000628,3005957
4000629,3000074
4000629,3004152
4000629,3004640
4000629,3004932
4000630,3000641
4000630,3000685
4000630,3001737
4000630,3001953
4000630,3003089
4000631,3002657
4000631,3003814
4000631,3005356
4000632,3000181
4000632,3002367
4000632,3002615
4000632,3003367
4000632,3003700
4000632,3005086
4000632,3005419
4000633,3000927
4000633,3004191
4000633,3004819
4000633,3004873
4000633,3005553
4000634,3001639
4000634,3005373
4000635,3002529
4000635,3005298
4000636,3000305
4000636,3000316
4000636,3001238
4000636,3001407
4000636,3001494
4000636,3002038
4000636,3004557
4000637,3002263
4000637,3003582
4000637,3004879
4000637,3005123
4000637,3005888
4000638,3000633
4000638,3000985
4000638,3001070
4000638,3002644
4000638,3002836
4000638,3003244
4000638,3003771
4000638,3003836
4000639,3000230
4000639,3000451
4000639,3000969
4000639,3001018
4000639,3001025
4000639,3003923
4000639,3004140
4000639,3004776
4000639,3004777
4000639,3005237
4000639,3005392
4000640,3000770
4000640,3001653
4000640,3002413
4000640,3002611
4000640,3002893
4000640,3003285
4000640,3005742
4000641,3002863
4000641,3003447
4000641,3003517
4000641,3005313
4000642,3001141
4000642,3001352
4000642,3002673
4000643,3001132
4000643,3002059
4000643,3002139
4000643,3002840
4000643,3002906
4000643,3005516
4000644,3000806
4000644,3001063
4000644,3002518
4000644,3002784
4000644,3002943
4000644,3004226
4000644,3005518
4000644,3005842
4000645,3000006
4000645,3000636
4000645,3001471
4000645,3003623
4000645,3003631
4000645,3005509
4000646,3000712
4000646,3001527
4000646,3001759
4000646,3004011
4000646,3005360
4000647,3000728
4000647,3005148
4000647,3005238
4000647,3005364
4000648,3000560
4000648,3000966
4000648,3001973
4000648,3002553
4000648,3004048
4000648,3005102
4000649,3000301
4000649,3000474
4000649,3001413
4000649,3004157
4000649,3004757
4000650,3000534
4000650,3000581
4000650,3000628
4000650,3002279
4000651,3001004
4000651,3002880
4000651,3003247
4000651,3003317
4000651,3003340
4000651,3005568
4000652,3002143
4000652,3004824
4000652,3005043
4000653,3000048
4000653,3001324
4000653,3002168
4000653,3002592
4000653,3003364
4000653,3003410
4000653,3003977
4000653,3005704
4000654,3001220
4000654,3001362
4000654,3002397
4000654,3004270
4000654,3004837
4000655,3001220
4000655,3002482
4000655,3003836
4000655,3005465
4000655,3005848
4000656,3002444
4000656,3004792
4000656,3005799
4000657,3000959
4000657,3001514
4000657,3002623
4000657,3003267
4000657,3005232
4000658,3000661
4000658,3000775
4000658,3001274
4000658,3002146
4000658,3002635
4000658,3002857
4000658,3004082
4000658,3004119
4000658,3004286
4000658,3004516
4000658,3005405
4000659,3000867
4000659,3002773
4000659,3004255
4000659,3004632
4000660,3002237
4000660,3005567
4000660,3005790
4000661,3000478
4000661,3001226
4000661,3001899
4000661,3002723
4000661,3003470
4000661,3003502
4000661,3004155
4000662,3000561
4000662,3003388
4000662,3005362
4000663,3003072
4000663,3004463
4000663,3004821
4000664,3000493
4000664,3002263
4000664,3003088
4000664,3003270
4000664,3004736
4000665,3000137
4000665,3003312
4000665,3003321
4000665,3003452
4000665,3003867
4000665,3004529
4000665,3005260
4000666,3001241
4000666,3002345
4000666,3003186
4000666,3005668
4000666,3005699
4000667,3000489
4000667,3000612
4000667,3002542
4000667,3002581
4000667,3002617
4000667,3003371
4000667,3003937
4000667,3004182
4000667,3004563
4000667,3005611
4000668,3001840
4000668,3003419
4000668,3004387
4000669,3002925
4000669,3003622
4000669,3003667
4000669,3004499
4000669,3004637
4000669,3005094
4000669,3005911
4000670,3000027
4000670,3002443
4000670,3002619
4000670,3005978
4000671,3000082
4000671,3001706
4000671,3002933
4000671,3003824
4000671,3004267
4000671,3005051
4000672,3001602
4000672,3004176
4000672,3004574
4000672,3005395
4000673,3002223
4000673,3002776
4000673,3002798
4000673,3003973
4000673,3004532
4000673,3004678
4000674,3001371
4000674,3005200
4000675,3000768
4000675,3001010
4000675,3001290
4000675,3001448
4000675,3001643
4000675,3002074
4000675,3003092
4000675,3003643
4000675,3004622
4000675,3004803
4000676,3000143
4000676,3001978
4000676,3002381
4000676,3002716
4000676,3005015
4000677,3000354
4000677,3000408
4000677,3000549
4000677,3000665
4000677,3001930
4000677,3002085
4000677,3004367
4000677,3004867
4000677,3004991
4000677,3005977
4000678,3000591
4000678,3000981
4000678,3004340
4000678,3004574
4000679,3000225
4000679,3001200
4000679,3002554
4000679,3003443
4000679,3004414
4000679,3005378
4000680,3000235
4000680,3002706
4000680,3004139
4000680,3005607
4000681,3000576
4000681,3002383
4000681,3002670
4000681,3002816
4000681,3003112
4000681,3003184
4000681,3005463
4000682,3000966
4000682,3002505
4000682,3004647
4000682,3005365
4000683,3004439
4000683,3004997
4000684,3002151
4000684,3004956
4000684,3005491
4000684,3005711
4000685,3002534
4000685,3003697
4000685,3003914
4000685,3004490
4000685,3004587
4000686,3000008
4000686,3001509
4000686,3003296
4000687,3000286
4000687,3000627
4000687,3002014
4000687,3002524
4000687,3003084
4000687,3003089
4000687,3004324
4000688,3000205
4000688,3000282
4000688,3000827
4000688,3000936
4000688,3001334
4000688,3001401
4000688,3002057
4000688,3003479
4000688,3003595
4000688,3003658
4000688,3003825
4000688,3004101
4000688,3005921
4000689,3000500
4000689,3001142
4000689,3001170
4000689,3002273
4000689,3005031
4000689,3005958
4000690,3000950
4000690,3002529
4000690,3005224
4000690,3005298
4000691,3000400
4000691,3002479
4000691,3003725
4000691,3005431
4000692,3000253
4000692,3000686
4000692,3002991
4000692,3003348
4000692,3005892
4000693,3000583
4000693,3000742
4000693,3000946
4000693,3001708
4000693,3002051
4000693,3002561
4000693,3002882
4000693,3003487
4000693,3004223
4000693,3004469
4000693,3005992
4000694,3000060
4000694,3001800
4000694,3004830
4000695,3000575
4000695,3001639
4000695,3002940
4000695,3004051
4000695,3004116
4000695,3004251
4000696,3000594
4000696,3002147
4000696,3002354
4000696,3002516
4000697,3003017
4000697,3003127
4000697,3003774
4000697,3003909
4000697,3005276
4000698,3000491
4000698,3001113
4000698,3004295
4000698,3004528
4000699,3001477
4000699,3001542
4000699,3004899
4000700,3001066
4000700,3001502
4000700,3001887
4000700,3003962
4000700,3005634
4000700,3005761
4000700,3005979
4000701,3004533
4000701,3005567
4000702,3000712
4000702,3000743
4000702,3001092
4000702,3001669
4000702,3002565
4000702,3003916
4000703,3000066
4000703,3000301
4000703,3000643
4000703,3002110
4000703,3004789
4000703,3005187
4000703,3005278
4000703,3005941
4000704,3000142
4000704,3000519
4000704,3000847
4000704,3001001
4000704,3002820
4000704,3003589
4000704,3003752
4000704,3003961
4000704,3004015
4000704,3004081
4000704,3005254
4000704,3005501
4000705,3000474
4000705,3001683
4000705,3002104
4000705,3003459
4000705,3003907
4000705,3004358
4000705,3004460
4000705,3004569
4000705,3004609
4000705,3005278
4000706,3001522
4000706,3002748
4000706,3003796
4000706,3003955
4000706,3005873
4000707,3004614
4000707,3005322
4000707,3005574
4000708,3000508
4000708,3002949
4000708,3003204
4000708,3003554
4000708,3004022
4000708,3004172
4000708,3004404
4000708,3004707
4000708,3005407
4000708,3005535
4000709,3001882
4000709,3002199
4000709,3002330
4000709,3003314
4000709,3003361
4000709,3004265
4000709,3005082
4000709,3005216
4000710,3000707
4000710,3000812
4000710,3003630
4000710,3003682
4000710,3005742
4000711,3001002
4000711,3002319
4000711,3004895
4000712,3000787
4000712,3003718
4000712,3005851
4000713,3003824
4000713,3003930
4000714,3000948
4000714,3002034
4000714,3003793
4000714,3004487
4000714,3005475
4000715,3000249
4000715,3001267
4000715,3002864
4000715,3003352
4000715,3004344
4000715,3005200
4000716,3000338
4000716,3000638
4000716,3000805
4000716,3002298
4000716,3003771
4000716,3005248
4000717,3001951
4000717,3002714
4000717,3002917
4000717,3002967
4000717,3003014
4000717,3004898
4000718,3002312
4000718,3002432
4000718,3002845
4000718,3004632
4000719,3000178
4000719,3000246
4000719,3001886
4000719,3003005
4000719,3003449
4000719,3005293
4000720,3000411
4000720,3001264
4000720,3002405
4000720,3003831
4000720,3004323
4000720,3005669
4000721,3001176
4000721,3001962
4000721,3002729
4000721,3003882
4000721,3005970
4000722,3000156
4000722,3000491
4000722,3003045
4000722,3004292
4000723,3000124
4000723,3001330
4000723,3002679
4000723,3005341
4000723,3005491
4000723,3005691
4000723,3005707
4000724,3000026
4000724,3001305
4000725,3001191
4000725,3003221
4000725,3003278
4000725,3003280
4000725,3003379
4000725,3003854
4000725,3004398
4000725,3004426
4000726,3000644
4000726,3001730
4000726,3003065
4000726,3004677
4000727,3000564
4000727,3001028
4000727,3001450
4000727,3002977
4000727,3003389
4000727,3003960
4000727,3005750
4000728,3000397
4000728,3001151
4000728,3001637
4000728,3002032
4000728,3003504
4000728,3003713
4000729,3001804
4000729,3002404
4000729,3004503
4000729,3004617
4000729,3004965
4000730,3001137
4000730,3003330
4000730,3004504
4000730,3004972
4000730,3005130
4000731,3000129
4000731,3000633
4000731,3001220
4000731,3003952
4000731,3004014
4000732,3001760
4000732,3003276
4000732,3003284
4000732,3004033
4000732,3004832
4000733,3000624
4000733,3000843
4000733,3001168
4000733,3001246
4000733,3001524
4000733,3001976
4000733,3002407
4000733,3003406
4000733,3003610
4000733,3003845
4000733,3003922
4000733,3004058
4000733,3005273
4000734,3002265
4000734,3003244
4000734,3004270
4000734,3004298
4000735,3000313
4000735,3000802
4000735,3004471
4000736,3000415
4000736,3000432
4000736,3000542
4000736,3000570
4000736,3001085
4000736,3001175
4000736,3001277
4000736,3001465
4000736,3002068
4000736,3002774
4000736,3003662
4000736,3004687
4000736,3005170
4000736,3005242
4000736,3005450
4000736,3005468
4000736,3005572
4000736,3005788
4000737,3001374
4000737,3001438
4000737,3003774
4000737,3004638
4000737,3005538
4000738,3001209
4000738,3001474
4000738,3002342
4000738,3004490
4000739,3003853
4000739,3004249
4000739,3004292
4000739,3004993
4000740,3002800
4000740,3005472
4000741,3000844
4000741,3001618
4000741,3001967
4000741,3002609
4000741,3002654
4000741,3003044
4000741,3003047
4000741,3003906
4000741,3005195
4000741,3005535
4000742,3000531
4000742,3001072
4000742,3001237
4000742,3001874
4000742,3002047
4000742,3002882
4000742,3004866
4000743,3000137
4000743,3000494
4000743,3002431
4000743,3002982
4000743,3003707
4000743,3005522
4000744,3003305
4000744,3004495
4000744,3004513
4000744,3005364
4000744,3005964
4000745,3000599
4000745,3001558
4000745,3001741
4000745,3003376
4000745,3004038
4000746,3000520
4000746,3000696
4000746,3001384
4000746,3002152
4000746,3002450
4000746,3003555
4000746,3003596
4000747,3001254
4000747,3001625
4000747,3003121
4000747,3003988
4000747,3004939
4000747,3005198
4000748,3000381
4000748,3000985
4000748,3002265
4000748,3002397
4000748,3003612
4000748,3005727
4000749,3000734
4000749,3000846
4000749,3003731
4000749,3004910
4000750,3000227
4000750,3000262
4000750,3001925
4000750,3002368
4000750,3003506
4000750,3003762
4000750,3005321
4000751,3000724
4000751,3000831
4000751,3001597
4000751,3002028
4000751,3004619
4000752,3000637
4000752,3001048
4000752,3003629
4000752,3004218
4000752,3004342
4000752,3004355
4000752,3005000
4000752,3005789
4000753,3000350
4000753,3001409
4000753,3002157
4000753,3002659
4000753,3004353
4000754,3000820
4000754,3002707
4000754,3002722
4000755,3002692
4000755,3003259
4000755,3003613
4000755,3004112
4000755,3005319
4000756,3000628
4000756,3002140
4000756,3002279
4000756,3002460
4000756,3002844
4000756,3004330
4000756,3005226
4000757,3000815
4000757,3000830
4000757,3003638
4000757,3003701
4000758,3000669
4000758,3001602
4000758,3001738
4000758,3002018
4000758,3002317
4000758,3003219
4000759,3001746
4000759,3002472
4000759,3004041
4000759,3004936
4000759,3005406
4000760,3000458
4000760,3001590
4000760,3002093
4000760,3003261
4000760,3003480
4000760,3003707
4000760,3003917
4000760,3005245
4000761,3000234
4000761,3000881
4000761,3002757
4000761,3003402
4000761,3004616
4000761,3004944
4000761,3005274
4000762,3000104
4000762,3001681
4000762,3004505
4000762,3004950
4000763,3000340
4000763,3003837
4000763,3005457
4000763,3005899
4000764,3000268
4000764,3000385
4000764,3000814
4000764,3001617
4000764,3002219
4000764,3002688
4000764,3003331
4000764,3004068
4000764,3004989
4000765,3000091
4000765,3000956
4000765,3001956
4000765,3002284
4000765,3002993
4000765,3003032
4000765,3003253
4000765,3003767
4000765,3004221
4000765,3004938
4000765,3005466
4000766,3001887
4000766,3002525
4000766,3003063
4000766,3003291
4000766,3003962
4000766,3005020
4000766,3005113
4000766,3005518
4000767,3001303
4000767,3001604
4000767,3003720
4000768,3003838
4000768,3003904
4000768,3005058
4000768,3005281
4000768,3005382
4000769,3000703
4000769,3001482
4000769,3002252
4000769,3003371
4000769,3003723
4000769,3005386
4000769,3005983
4000770,3000531
4000770,3001327
4000770,3003069
4000770,3004024
4000770,3004646
4000770,3004699
4000770,3005400
4000770,3005410
4000771,3000606
4000771,3001651
4000771,3004189
4000771,3005068
4000771,3005524
4000771,3005890
4000772,3000460
4000772,3000644
4000772,3000846
4000772,3002444
4000772,3005635
4000773,3000124
4000773,3000308
4000773,3004073
4000774,3001203
4000774,3001517
4000774,3003472
4000774,3003700
4000774,3004463
4000774,3005411
4000775,3002539
4000775,3002684
4000775,3002754
4000776,3003181
4000776,3003430
4000776,3005522
4000776,3005900
4000777,3000392
4000777,3002052
4000777,3002320
4000777,3005955
4000778,3000920
4000778,3001236
4000778,3001334
4000778,3004080
4000779,3000606
4000779,3001150
4000779,3002426
4000779,3002506
4000779,3004492
4000779,3004543
4000779,3004911
4000780,3000917
4000780,3001140
4000780,3001339
4000780,3001731
4000780,3001999
4000780,3002075
4000780,3002911
4000780,3005504
4000781,3000339
4000781,3001416
4000781,3002111
4000781,3005204
4000781,3005332
4000781,3005444
4000782,3004267
4000782,3004900
4000782,3005107
4000783,3000521
4000783,3001048
4000783,3001469
4000783,3004180
4000783,3004700
4000784,3003255
4000784,3004807
4000784,3004918
4000784,3005067
4000785,3000068
4000785,3000701
4000785,3003332
4000786,3003484
4000786,3004818
4000786,3005944
4000787,3001073
4000787,3005747
4000787,3005877
4000788,3002859
4000788,3003401
4000788,3003561
4000788,3003811
4000788,3004132
4000788,3004388
4000788,3004805
4000788,3004947
4000788,3005860
4000788,3005863
4000789,3000006
4000789,3001290
4000789,3001471
4000789,3001717
4000789,3001795
4000789,3002202
4000789,3002637
4000789,3003297
4000789,3003834
4000789,3004607
4000789,3005138
4000789,3005437
4000790,3000016
4000790,3000211
4000790,3000452
4000790,3000642
4000790,3001281
4000790,3001870
4000790,3002326
4000790,3002375
4000790,3002394
4000790,3003636
4000790,3004600
4000790,3004960
4000790,3005174
4000790,3005785
4000791,3000920
4000791,3003070
4000791,3004006
4000791,3005049
4000791,3005110
4000791,3005921
4000792,3001132
4000792,3001634
4000792,3002250
4000792,3004458
4000792,3005366
4000793,3000377
4000793,3001148
4000793,3001198
4000793,3001231
4000793,3002317
4000793,3004377
4000793,3004490
4000793,3004605
4000793,3004773
4000794,3000487
4000794,3000613
4000794,3001181
4000794,3002641
4000794,3002996
4000794,3003358
4000794,3004261
4000794,3005401
4000795,3002197
4000795,3004445
4000796,3001847
4000796,3002687
4000796,3004159
4000797,3001563
4000797,3002463
4000797,3004436
4000797,3004744
4000797,3005155
4000797,3005167
4000798,3000303
4000798,3002008
4000798,3002901
4000798,3003768
4000798,3003960
4000798,3004713
4000798,3004803
4000798,3004948
4000798,3005385
4000799,3000029
4000799,3000173
4000799,3000904
4000799,3004363
4000800,3000664
4000800,3000863
4000800,3001080
4000800,3001327
4000800,3001464
4000800,3002111
4000800,3002136
4000800,3003129
4000800,3003310
4000800,3003715
4000800,3004814
4000800,3005100
4000800,3005963
4000801,3000144
4000801,3000793
4000801,3002358
4000801,3002571
4000801,3002922
4000801,3002929
4000801,3004220
4000801,3004693
4000801,3004945
4000802,3002053
4000802,3003014
4000802,3004304
4000802,3004863
4000802,3005716
4000802,3005969
4000803,3000032
4000803,3000427
4000803,3000565
4000803,3000683
4000803,3001526
4000803,3001529
4000803,3001831
4000803,3002361
4000803,3003047
4000803,3003197
4000803,3003511
4000803,3003568
4000803,3004227
4000804,3000181
4000804,3000556
4000804,3000720
4000804,3002451
4000804,3003303
4000804,3005001
4000804,3005530
4000805,3000085
4000805,3001884
4000805,3002133
4000805,3005059
4000806,3000175
4000806,3000291
4000806,3000623
4000806,3001764
4000806,3002008
4000806,3002649
4000806,3003258
4000806,3003421
4000806,3003834
4000806,3004827
4000806,3005437
4000806,3005497
4000807,3003758
4000807,3004893
4000807,3005449
4000807,3005658
4000808,3000097
4000808,3000282
4000808,3001236
4000808,3002689
4000808,3003883
4000808,3005866
4000809,3000168
4000809,3000771
4000809,3003235
4000809,3004434
4000810,3000510
4000810,3000723
4000810,3001027
4000810,3001694
4000810,3002625
4000810,3003130
4000810,3003484
4000810,3004450
4000810,3004797
4000811,3000189
4000811,3000199
4000811,3002926
4000811,3004540
4000812,3000586
4000812,3004054
4000812,3004434
4000812,3005145
4000812,3005813
4000813,3000267
4000813,3000350
4000813,3000461
4000813,3001065
4000813,3001179
4000813,3001551
4000813,3005197
4000813,3005636
4000814,3000913
4000814,3001314
4000814,3001751
4000814,3003674
4000814,3003744
4000815,3000352
4000815,3000842
4000815,3002495
4000816,3001103
4000816,3001566
4000816,3003381
4000816,3005726
4000816,3005855
4000817,3000161
4000817,3001550
4000817,3001626
4000817,3001782
4000817,3002353
4000817,3003342
4000817,3005409
4000817,3005495
4000817,3005840
4000818,3000750
4000818,3001060
4000818,3001586
4000818,3002547
4000818,3003450
4000818,3004485
4000818,3004728
4000818,3004780
4000818,3004905
4000818,3005190
4000818,3005414
4000819,3002814
4000819,3004322
4000819,3004564
4000820,3000925
4000820,3003162
4000820,3003967
4000820,3004152
4000821,3001927
4000821,3002169
4000821,3002206
4000821,3002590
4000821,3002869
4000821,3002966
4000821,3003148
4000821,3003437
4000821,3003607
4000821,3003636
4000821,3004336
4000821,3004470
4000821,3004581
4000821,3004722
4000821,3004740
4000821,3004967
4000821,3005561
4000822,3001936
4000822,3002521
4000822,3003490
4000822,3004239
4000822,3004506
4000823,3000666
4000823,3001247
4000823,3001862
4000823,3001892
4000823,3003024
4000823,3004196
4000823,3004225
4000823,3005350
4000823,3005603
4000824,3001121
4000824,3001542
4000824,3003321
4000824,3005873
4000825,3000878
4000825,3002311
4000825,3002734
4000825,3003367
4000825,3004153
4000825,3005283
4000825,3005746
4000826,3000030
4000826,3004028
4000826,3004673
4000826,3004727
4000826,3004730
4000827,3000566
4000827,3001365
4000827,3004650
4000828,3000395
4000828,3002537
4000828,3003100
4000828,3003870
4000828,3004359
4000828,3004887
4000828,3004990
4000829,3000029
4000829,3000207
4000829,3000855
4000829,3003850
4000830,3000081
4000830,3001432
4000830,3005791
4000831,3002535
4000831,3005149
4000832,3001904
4000832,3002518
4000832,3002783
4000832,3003220
4000832,3003827
4000832,3004502
4000832,3004683
4000832,3005020
4000833,3000642
4000833,3000986
4000833,3001052
4000833,3001803
4000833,3001922
4000833,3002090
4000833,3002335
4000833,3002825
4000833,3004329
4000833,3004633
4000833,3005072
4000833,3005559
4000833,3005788
4000834,3000755
4000834,3000996
4000834,3001196
4000834,3003482
4000834,3003709
4000834,3005883
4000835,3000447
4000835,3001198
4000835,3003239
4000835,3005395
4000836,3000205
4000836,3000602
4000836,3000885
4000836,3001378
4000836,3003299
4000836,3003595
4000836,3005949
4000837,3000441
4000837,3000631
4000837,3004937
4000838,3000077
4000838,3000201
4000838,3000778
4000838,3001026
4000838,3003829
4000838,3004925
4000838,3005381
4000838,3005913
4000839,3001624
4000839,3002171
4000839,3002359
4000839,3004620
4000839,3005119
4000840,3000259
4000840,3001114
4000840,3001134
4000840,3002438
4000840,3002768
4000840,3002770
4000840,3002908
4000840,3003440
4000840,3003949
4000840,3004391
4000840,3004728
4000840,3004745
4000840,3004870
4000841,3002492
4000841,3003952
4000841,3004333
4000841,3005996
4000842,3000137
4000842,3001213
4000842,3003939
4000842,3004691
4000842,3005179
4000842,3005900
4000843,3002243
4000843,3003116
4000843,3003755
4000843,3005953
4000844,3000165
4000844,3001655
4000844,3002238
4000844,3002790
4000844,3004854
4000844,3005299
4000844,3005487
4000844,3005550
4000845,3000200
4000845,3000665
4000845,3000674
4000845,3000799
4000845,3002129
4000845,3002399
4000845,3002592
4000845,3003160
4000845,3004234
4000845,3004917
4000845,3004991
4000845,3005495
4000846,3000252
4000846,3000268
4000846,3000521
4000846,3001360
4000846,3004268
4000846,3005549
4000846,3005777
4000847,3001151
4000847,3001920
4000847,3001952
4000847,3002032
4000847,3004302
4000847,3004605
4000848,3002599
4000848,3004737
4000848,3004873
4000848,3005154
4000849,3002046
4000849,3002296
4000849,3003420
4000849,3005227
4000849,3005353
4000849,3005379
4000850,3000296
4000850,3000361
4000850,3000603
4000850,3000921
4000850,3001971
4000850,3003031
4000850,3003053
4000850,3003087
4000850,3003575
4000850,3004064
4000850,3004489
4000850,3005259
4000850,3005548
4000851,3000343
4000851,3000812
4000851,3002173
4000851,3004023
4000852,3000929
4000852,3003500
4000852,3003620
4000852,3004872
4000853,3001111
4000853,3001167
4000853,3004602
4000853,3004626
4000854,3001264
4000854,3002995
4000855,3000470
4000855,3000648
4000855,3003393
4000855,3003602
4000856,3000192
4000856,3000351
4000856,3000740
4000856,3001529
4000856,3002949
4000856,3004022
4000856,3004140
4000856,3005146
4000856,3005263
4000856,3005825
4000857,3001083
4000857,3001235
4000857,3001480
4000857,3001518
4000857,3001523
4000857,3001777
4000857,3002126
4000857,3002438
4000857,3002725
4000857,3002726
4000857,3002899
4000857,3003406
4000857,3004508
4000857,3004728
4000857,3005328
4000857,3005785
4000857,3005929
4000858,3000651
4000858,3001428
4000859,3000253
4000859,3000256
4000859,3001104
4000859,3003348
4000859,3004597
4000860,3000597
4000860,3000869
4000860,3001035
4000860,3002596
4000860,3003171
4000860,3005149
4000861,3000341
4000861,3001668
4000861,3001843
4000861,3001986
4000861,3005856
4000861,3005893
4000862,3000324
4000862,3000346
4000862,3000399
4000862,3002737
4000862,3004420
4000862,3005070
4000862,3005801
4000863,3000353
4000863,3000892
4000863,3002720
4000863,3002738
4000863,3003164
4000863,3003570
4000863,3004844
4000864,3001444
4000864,3002218
4000864,3003765
4000864,3003822
4000864,3004857
4000864,3005017
4000865,3000517
4000865,3001598
4000865,3004447
4000865,3005309
4000865,3005368
4000865,3005795
4000866,3000653
4000866,3000908
4000866,3001836
4000866,3001970
4000866,3002940
4000866,3003238
4000866,3004461
4000866,3004868
4000866,3004909
4000867,3001351
4000867,3002228
4000867,3003402
4000867,3003791
4000867,3005379
4000867,3005625
4000868,3001340
4000868,3004326
4000869,3000441
4000869,3001725
4000869,3004109
4000869,3005964
4000870,3001517
4000870,3002329
4000870,3002357
4000870,3003147
4000870,3003466
4000870,3003809
4000870,3003966
4000870,3004826
4000870,3005054
4000870,3005086
4000870,3005596
4000871,3002466
4000871,3004418
4000871,3004593
4000871,3005267
4000871,3005577
4000872,3000937
4000872,3002885
4000872,3003974
4000872,3003984
4000872,3004746
4000872,3004810
4000873,3000242
4000873,3000631
4000873,3000647
4000873,3002729
4000873,3003744
4000873,3005765
4000874,3001938
4000874,3003702
4000874,3004900
4000875,3001276
4000875,3003037
4000875,3003532
4000875,3003886
4000875,3004479
4000876,3000159
4000876,3002684
4000876,3003651
4000876,3004589
4000876,3005511
4000877,3000821
4000877,3001731
4000877,3002732
4000877,3003040
4000877,3003749
4000877,3004192
4000877,3005156
4000877,3005958
4000878,3003049
4000879,3002692
4000879,3004634
4000879,3005036
4000880,3001882
4000880,3002545
4000880,3003691
4000881,3001945
4000881,3002446
4000881,3005841
4000882,3000329
4000882,3001640
4000882,3001834
4000882,3002222
4000882,3002297
4000882,3002971
4000882,3003194
4000882,3005430
4000883,3000141
4000883,3000588
4000883,3001629
4000883,3001798
4000883,3001957
4000883,3002365
4000883,3002441
4000883,3002860
4000883,3003441
4000883,3003471
4000883,3003918
4000883,3004524
4000883,3004860
4000883,3005456
4000884,3000306
4000884,3002488
4000884,3003393
4000884,3003633
4000884,3005464
4000885,3000106
4000885,3001037
4000885,3004152
4000886,3000942
4000886,3001364
4000886,3002722
4000886,3004747
4000886,3004779
4000887,3000147
4000887,3002533
4000887,3005199
4000888,3000250
4000888,3000778
4000888,3003344
4000888,3005236
4000889,3000043
4000889,3000702
4000889,3001159
4000889,3002849
4000889,3002901
4000889,3003592
4000889,3003865
4000889,3005680
4000890,3003248
4000890,3003270
4000890,3004062
4000890,3005324
4000890,3005383
4000890,3005888
4000891,3001186
4000891,3002472
4000891,3004017
4000891,3004041
4000891,3005718
4000892,3000274
4000892,3001959
4000892,3002205
4000892,3002407
4000892,3002449
4000892,3002511
4000892,3002770
4000892,3003450
4000892,3003610
4000892,3004929
4000892,3005025
4000892,3005586
4000892,3005693
4000892,3005924
4000893,3000025
4000893,3001030
4000893,3001594
4000893,3002242
4000893,3003725
4000893,3005473
4000894,3000568
4000894,3001201
4000894,3001801
4000894,3001849
4000894,3002502
4000894,3003024
4000894,3003519
4000895,3000228
4000895,3001101
4000895,3001992
4000895,3002088
4000895,3002570
4000895,3002724
4000895,3003366
4000895,3004286
4000895,3004321
4000895,3004855
4000895,3005479
4000896,3000159
4000896,3001414
4000896,3001624
4000896,3002826
4000896,3003651
4000897,3001045
4000897,3001765
4000897,3003702
4000897,3004666
4000898,3002221
4000898,3002352
4000898,3002370
4000898,3002515
4000898,3002615
4000899,3000140
4000899,3000146
4000899,3000461
4000900,3000499
4000900,3001872
4000900,3003709
4000900,3004004
4000900,3004828
4000900,3004836
4000900,3005993
4000901,3000671
4000901,3000720
4000901,3001809
4000901,3003122
4000901,3004409
4000901,3004511
4000901,3005411
4000902,3000756
4000902,3002653
4000902,3005318
4000902,3005821
4000902,3005995
4000903,3002576
4000903,3003119
4000903,3003632
4000903,3005211
4000904,3001167
4000904,3001197
4000904,3005391
4000905,3001050
4000905,3001092
4000905,3001787
