GiftID,GiftName,CategoryID,MunicipalityID,Notes,GiftNameEn
3001227,群馬県産 国産小麦パスタ 10袋,7,104434,麺類 / 10袋,"Noodles from Gunma, 10袋"
3001228,新篠津村産 スモーク鴨ロース 400g,1,013048,肉・肉加工品 / 400g,"Meat and meat products from Hokkaido, 400g"
3001229,西川町産 ひとめぼれ 無洗米 5kg,3,063223,米・パン / 5kg,"Rice and bread from Yamagata, 5kg"
3001230,阿見町 観葉植物 1鉢,29,084433,花・観葉植物 / 1鉢,"Flowers and plants from Ibaraki, 1鉢"
3001231,葛城市 陶器 マグカップ 2個,19,292117,陶磁器・ガラス / 2個,"Ceramics and glassware from Nara, 2個"
3001232,北海道産 ほたて貝柱 冷凍 500g,2,012271,魚介類・海産物 / 500g,"Seafood from Hokkaido, 500g"
3001233,島根県産 えごま油・亜麻仁油 180g×2本,16,323438,調味料・油 / 180g×2本,"Seasonings and oils from Shimane, 180g×2本"
3001234,嬉野市産 長期貯蔵 麦焼酎 1.8L,11,412091,焼酎・泡盛 / 1.8L,"Shochu and awamori from Saga, 1.8L"
3001235,北海道産 紅はるか さつまいも 10kg,5,014711,野菜・きのこ / 10kg,"Vegetables and mushrooms from Hokkaido, 10kg"
3001236,愛媛県産 生うに 200g,2,384011,魚介類・海産物 / 200g,"Seafood from Ehime, 200g"
3001237,千葉県産 あじ開き 10枚,2,122041,魚介類・海産物 / 10枚,"Seafood from Chiba, 10枚"
3001238,五所川原市産 味付ジンギスカン 2kg,1,022055,肉・肉加工品 / 2kg,"Meat and meat products from Aomori, 2kg"
3001239,北海道産 チーズケーキ 2台,9,016675,菓子・スイーツ / 2台,"Confectionery and sweets from Hokkaido, 2台"
3001240,綾瀬市 洗剤 詰め合わせ 1式,23,142182,日用品・雑貨 / 1式,"Household goods from Kanagawa, 1式"
3001241,鳥取県産 ボイル毛がに 1尾 500g,2,312011,魚介類・海産物 / 1尾 500g,"Seafood from Tottori, 1尾 500g"
3001242,福島県産 食パン 詰め合わせ 3斤,3,074233,米・パン / 3斤,"Rice and bread from Fukushima, 3斤"
3001243,徳島県産 紅はるか さつまいも 5kg,5,362077,野菜・きのこ / 5kg,"Vegetables and mushrooms from Tokushima, 5kg"
3001244,岩手県産 干物 詰め合わせ 8枚,2,035068,魚介類・海産物 / 8枚,"Seafood from Iwate, 8枚"
3001245,北海道産 ボイル毛がに 2尾,2,012335,魚介類・海産物 / 2尾,"Seafood from Hokkaido, 2尾"
3001246,北海道産 アイスクリーム 詰め合わせ 18個,6,014729,卵・乳製品 / 18個,"Eggs and dairy from Hokkaido, 18個"
3001247,群馬県 デニムジーンズ 1本,21,102121,繊維・衣類 / 1本,"Textiles and apparel from Gunma, 1本"
3001248,山形県産 豚ロース しゃぶしゃぶ用 800g,1,062014,肉・肉加工品 / 800g,"Meat and meat products from Yamagata, 800g"
3001249,宮城県産 スモーク鴨ロース 400g,1,042161,肉・肉加工品 / 400g,"Meat and meat products from Miyagi, 400g"
3001250,福岡県産 黒毛和牛 切り落とし 1.5kg,1,402311,肉・肉加工品 / 1.5kg,"Meat and meat products from Fukuoka, 1.5kg"
3001251,大田区 洗剤 詰め合わせ 1式,23,131113,日用品・雑貨 / 1式,"Household goods from Tokyo, 1式"
3001252,東京都 国産材 積み木 1式,25,132225,文具・玩具 / 1式,"Stationery and toys from Tokyo, 1式"
3001253,茨城県産 レトルトカレー 詰め合わせ 10食,8,082082,惣菜・加工品 / 10食,"Prepared and processed foods from Ibaraki, 10食"
3001254,大阪府産 和菓子 詰め合わせ 12個,9,273228,菓子・スイーツ / 12個,"Confectionery and sweets from Osaka, 12個"
3001255,宮城県産 コシヒカリ 精米 10kg,3,042072,米・パン / 10kg,"Rice and bread from Miyagi, 10kg"
3001256,北海道産 チーズケーキ 1台,9,013463,菓子・スイーツ / 1台,"Confectionery and sweets from Hokkaido, 1台"
3001257,岐阜県 和紙 便箋セット 1式,18,212024,工芸品・民芸品 / 1式,"Crafts and folk art from Gifu, 1式"
3001258,"沖縄県 宿泊利用券 10,000円分",27,472131,"旅行券・宿泊券 / 10,000円分","Travel and accommodation vouchers from Okinawa, 10,000円分"
3001259,岐阜県 木製食器セット 4点,20,213837,木工品・家具 / 4点,"Woodwork and furniture from Gifu, 4点"
3001260,大阪府 包丁研ぎ器 1個,23,271403,日用品・雑貨 / 1個,"Household goods from Osaka, 1個"
3001261,和歌山県産 ぽん酢・ドレッシング 5本,16,302091,調味料・油 / 5本,"Seasonings and oils from Wakayama, 5本"
3001262,町田市 靴下 詰め合わせ 10足,21,132098,繊維・衣類 / 10足,"Textiles and apparel from Tokyo, 10足"
3001263,大田市 スキンケアセット 1式,22,322059,化粧品・美容 / 1式,"Cosmetics and beauty from Shimane, 1式"
3001264,大野市産 純米吟醸 飲み比べ 720ml×3本,10,182052,日本酒 / 720ml×3本,"Sake from Fukui, 720ml×3本"
3001265,横手市産 スモーク鴨ロース 400g,1,052035,肉・肉加工品 / 400g,"Meat and meat products from Akita, 400g"
3001266,山口県産 ゆめぴりか 精米 10kg,3,353442,米・パン / 10kg,"Rice and bread from Yamaguchi, 10kg"
3001267,豊後大野市産 本格芋焼酎 1.8L,11,442127,焼酎・泡盛 / 1.8L,"Shochu and awamori from Oita, 1.8L"
3001268,大分県産 ベーコン・ソーセージセット 1.2kg,1,442038,肉・肉加工品 / 1.2kg,"Meat and meat products from Oita, 1.2kg"
3001269,茨城県 胡蝶蘭 鉢植え 1鉢,29,082198,花・観葉植物 / 1鉢,"Flowers and plants from Ibaraki, 1鉢"
3001270,岡山市 ガラス酒器 1式,19,331007,陶磁器・ガラス / 1式,"Ceramics and glassware from Okayama, 1式"
3001271,北海道産 生乳100%牛乳 1L×12本,6,011002,卵・乳製品 / 1L×12本,"Eggs and dairy from Hokkaido, 1L×12本"
3001272,桜川市産 高糖度トマト 2kg,5,082317,野菜・きのこ / 2kg,"Vegetables and mushrooms from Ibaraki, 2kg"
3001273,東京都産 天然水 2L×12本,15,132144,飲料・ジュース / 2L×12本,"Beverages and juice from Tokyo, 2L×12本"
3001274,東海村産 黒毛和牛 切り落とし 500g,1,083411,肉・肉加工品 / 500g,"Meat and meat products from Ibaraki, 500g"
3001275,宮古市産 ゆめぴりか 精米 5kg,3,032026,米・パン / 5kg,"Rice and bread from Iwate, 5kg"
3001276,熊本県産 高糖度トマト 3kg,5,434418,野菜・きのこ / 3kg,"Vegetables and mushrooms from Kumamoto, 3kg"
3001277,北海道産 平飼いたまご 30個,6,012254,卵・乳製品 / 30個,"Eggs and dairy from Hokkaido, 30個"
3001278,千葉県産 ずわいがに 脚 800g,2,124214,魚介類・海産物 / 800g,"Seafood from Chiba, 800g"
3001279,秋田県産 生ラーメン セット 16食,7,052094,麺類 / 16食,"Noodles from Akita, 16食"
3001280,福島県産 特別栽培米 玄米 10kg,3,074217,米・パン / 10kg,"Rice and bread from Fukushima, 10kg"
3001281,留寿都村産 高糖度トマト 2kg,5,013978,野菜・きのこ / 2kg,"Vegetables and mushrooms from Hokkaido, 2kg"
3001282,青森県産 完熟マンゴー 1kg,4,024023,果物 / 1kg,"Fruit from Aomori, 1kg"
3001283,茨城県産 漬物 詰め合わせ 10種,8,085464,惣菜・加工品 / 10種,"Prepared and processed foods from Ibaraki, 10種"
3001284,出雲崎町産 稲庭うどん 1.2kg,7,154059,麺類 / 1.2kg,"Noodles from Niigata, 1.2kg"
3001285,北広島市産 黒毛和牛 切り落とし 1.5kg,1,012343,肉・肉加工品 / 1.5kg,"Meat and meat products from Hokkaido, 1.5kg"
3001286,山口県産 純米吟醸 飲み比べ 720ml×3本,10,352039,日本酒 / 720ml×3本,"Sake from Yamaguchi, 720ml×3本"
3001287,大阪府 洗剤 詰め合わせ 1式,23,272248,日用品・雑貨 / 1式,"Household goods from Osaka, 1式"
3001288,南砺市 和紙 便箋セット 1式,18,162108,工芸品・民芸品 / 1式,"Crafts and folk art from Toyama, 1式"
3001289,古平町産 平飼いたまご 60個,6,014061,卵・乳製品 / 60個,"Eggs and dairy from Hokkaido, 60個"
3001290,長野県産 生ラーメン セット 10食,7,204820,麺類 / 10食,"Noodles from Nagano, 10食"
3001291,山形県産 温州みかん 10kg,4,062065,果物 / 10kg,"Fruit from Yamagata, 10kg"
3001292,尾張旭市産 和菓子 詰め合わせ 20個,9,232262,菓子・スイーツ / 20個,"Confectionery and sweets from Aichi, 20個"
3001293,佐世保市産 プリン 詰め合わせ 8個,9,422029,菓子・スイーツ / 8個,"Confectionery and sweets from Nagasaki, 8個"
3001294,泉大津市産 和菓子 詰め合わせ 12個,9,272060,菓子・スイーツ / 12個,"Confectionery and sweets from Osaka, 12個"
3001295,宮崎県産 燻製 詰め合わせ 8種,8,454044,惣菜・加工品 / 8種,"Prepared and processed foods from Miyazaki, 8種"
3001296,長野県 木製パズル 1点,25,205613,文具・玩具 / 1点,"Stationery and toys from Nagano, 1点"
3001297,千葉県産 うなぎ蒲焼 2尾,2,122025,魚介類・海産物 / 2尾,"Seafood from Chiba, 2尾"
3001298,愛知県産 燻製 詰め合わせ 8種,8,232190,惣菜・加工品 / 8種,"Prepared and processed foods from Aichi, 8種"
3001299,秋田県産 あきたこまち 精米 5kg,3,052108,米・パン / 5kg,"Rice and bread from Akita, 5kg"
3001300,愛知県 今治タオル セット 8枚,21,232033,繊維・衣類 / 8枚,"Textiles and apparel from Aichi, 8枚"
3001301,伊達市産 白桃 2kg,4,072133,果物 / 2kg,"Fruit from Fukushima, 2kg"
3001302,鹿屋市産 米焼酎 飲み比べ 720ml×3本,11,462039,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Kagoshima, 720ml×3本"
3001303,善通寺市産 厚切り牛タン 500g,1,372048,肉・肉加工品 / 500g,"Meat and meat products from Kagawa, 500g"
3001304,大分県産 泡盛 古酒 720ml,11,442119,焼酎・泡盛 / 720ml,"Shochu and awamori from Oita, 720ml"
3001305,新潟県産 半生讃岐うどん 20食,7,152129,麺類 / 20食,"Noodles from Niigata, 20食"
3001306,橿原市産 ドリップコーヒー 50袋,14,292052,茶・コーヒー / 50袋,"Tea and coffee from Nara, 50袋"
3001307,飯南町産 季節限定 生酒 720ml×2本,10,323861,日本酒 / 720ml×2本,"Sake from Shimane, 720ml×2本"
3001308,茨城県産 とうもろこし 20本,5,082198,野菜・きのこ / 20本,"Vegetables and mushrooms from Ibaraki, 20本"
3001309,長野県産 紅はるか さつまいも 10kg,5,202011,野菜・きのこ / 10kg,"Vegetables and mushrooms from Nagano, 10kg"
3001310,湖西市産 ドリップコーヒー 50袋,14,222216,茶・コーヒー / 50袋,"Tea and coffee from Shizuoka, 50袋"
3001311,佐賀県 竹細工かご 1点,18,412066,工芸品・民芸品 / 1点,"Crafts and folk art from Saga, 1点"
3001312,埼玉県 今治タオル セット 8枚,21,112381,繊維・衣類 / 8枚,"Textiles and apparel from Saitama, 8枚"
3001313,香川県産 サンふじりんご 10kg,4,372013,果物 / 10kg,"Fruit from Kagawa, 10kg"
3001314,石川県産 ずわいがに 脚 1.2kg,2,173614,魚介類・海産物 / 1.2kg,"Seafood from Ishikawa, 1.2kg"
3001315,鹿児島県産 サーモン 刺身用 600g,2,462080,魚介類・海産物 / 600g,"Seafood from Kagoshima, 600g"
3001316,山形県産 シャインマスカット 4房,4,063231,果物 / 4房,"Fruit from Yamagata, 4房"
3001317,肝付町産 泡盛 古酒 1.8L,11,464929,焼酎・泡盛 / 1.8L,"Shochu and awamori from Kagoshima, 1.8L"
3001318,沖縄県産 サンふじりんご 5kg,4,473570,果物 / 5kg,"Fruit from Okinawa, 5kg"
3001319,高知県産 サーモン 刺身用 600g,2,392065,魚介類・海産物 / 600g,"Seafood from Kochi, 600g"
3001320,青森県産 ずわいがに 脚 1.2kg,2,022063,魚介類・海産物 / 1.2kg,"Seafood from Aomori, 1.2kg"
3001321,周南市産 食パン 詰め合わせ 3斤,3,352152,米・パン / 3斤,"Rice and bread from Yamaguchi, 3斤"
3001322,常陸太田市産 漬物 詰め合わせ 10種,8,082121,惣菜・加工品 / 10種,"Prepared and processed foods from Ibaraki, 10種"
3001323,和歌山県産 あまおういちご 540g,4,304271,果物 / 540g,"Fruit from Wakayama, 540g"
3001324,愛知県産 ぽん酢・ドレッシング 5本,16,232122,調味料・油 / 5本,"Seasonings and oils from Aichi, 5本"
3001325,宇部市産 真鯛 フィレ 1kg,2,352021,魚介類・海産物 / 1kg,"Seafood from Yamaguchi, 1kg"
3001326,熊本県産 サンふじりんご 10kg,4,434477,果物 / 10kg,"Fruit from Kumamoto, 10kg"
3001327,千葉県産 たまねぎ 10kg,5,122386,野菜・きのこ / 10kg,"Vegetables and mushrooms from Chiba, 10kg"
3001328,沖縄県 今治タオル セット 8枚,21,472140,繊維・衣類 / 8枚,"Textiles and apparel from Okinawa, 8枚"
3001329,千葉県産 果汁100%ジュース 1L×6本,15,122301,飲料・ジュース / 1L×6本,"Beverages and juice from Chiba, 1L×6本"
3001330,黒部市産 特別純米酒 720ml×2本,10,162078,日本酒 / 720ml×2本,"Sake from Toyama, 720ml×2本"
3001331,滋賀県産 ベーコン・ソーセージセット 1.2kg,1,254428,肉・肉加工品 / 1.2kg,"Meat and meat products from Shiga, 1.2kg"
3001332,茨城県産 ハンバーグ 詰め合わせ 10個,1,082244,肉・肉加工品 / 10個,"Meat and meat products from Ibaraki, 10個"
3001333,沼津市産 うなぎ蒲焼 3尾,2,222038,魚介類・海産物 / 3尾,"Seafood from Shizuoka, 3尾"
3001334,久万高原町 シルクスカーフ 1枚,21,383864,繊維・衣類 / 1枚,"Textiles and apparel from Ehime, 1枚"
3001335,岩手県産 食パン 詰め合わせ 3斤,3,032158,米・パン / 3斤,"Rice and bread from Iwate, 3斤"
3001336,熊本県産 米焼酎 飲み比べ 720ml×3本,11,432156,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Kumamoto, 720ml×3本"
3001337,北海道産 いくら醤油漬け 500g,2,015628,魚介類・海産物 / 500g,"Seafood from Hokkaido, 500g"
3001338,南アルプス市産 燻製 詰め合わせ 5種,8,192082,惣菜・加工品 / 5種,"Prepared and processed foods from Yamanashi, 5種"
3001339,静岡県産 だいだい 3kg,4,222054,果物 / 3kg,"Shizuoka daidai citrus, 3 kg"
3001340,鳥取県 陶芸 体験チケット 2名,28,312011,体験・チケット / 2名,"Experiences and tickets from Tottori, 2名"
3001341,鹿島市産 米焼酎 飲み比べ 720ml×3本,11,412074,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Saga, 720ml×3本"
3001342,滋賀県 和紙 便箋セット 1式,18,252115,工芸品・民芸品 / 1式,"Crafts and folk art from Shiga, 1式"
3001343,足利市 木製パズル 1点,25,092029,文具・玩具 / 1点,"Stationery and toys from Tochigi, 1点"
3001344,香美市産 だしパック 60袋,16,392120,調味料・油 / 60袋,"Seasonings and oils from Kochi, 60袋"
3001345,和歌山県産 温州みかん 5kg,4,302058,果物 / 5kg,"Fruit from Wakayama, 5kg"
3001346,北海道産 男爵じゃがいも 20kg,5,013617,野菜・きのこ / 20kg,"Vegetables and mushrooms from Hokkaido, 20kg"
3001347,茨城県産 紅はるか さつまいも 10kg,5,085219,野菜・きのこ / 10kg,"Vegetables and mushrooms from Ibaraki, 10kg"
3001348,伊那市産 白桃 3kg,4,202096,果物 / 3kg,"Fruit from Nagano, 3kg"
3001349,福岡県産 半生讃岐うどん 20食,7,401005,麺類 / 20食,"Noodles from Fukuoka, 20食"
3001350,伊万里市産 ずわいがに 脚 800g,2,412058,魚介類・海産物 / 800g,"Seafood from Saga, 800g"
3001351,川場村産 味付ジンギスカン 2kg,1,104442,肉・肉加工品 / 2kg,"Meat and meat products from Gunma, 2kg"
3001352,福島県産 ゆめぴりか 精米 5kg,3,075019,米・パン / 5kg,"Rice and bread from Fukushima, 5kg"
3001353,紀宝町産 和牛 焼肉セット 1kg,1,245623,肉・肉加工品 / 1kg,"Meat and meat products from Mie, 1kg"
3001354,大阪府 クルーズ 乗船券 2名,28,271403,体験・チケット / 2名,"Experiences and tickets from Osaka, 2名"
3001355,愛媛県 シルクスカーフ 1枚,21,382132,繊維・衣類 / 1枚,"Textiles and apparel from Ehime, 1枚"
3001356,福島県産 ゆめぴりか 精米 5kg,3,074659,米・パン / 5kg,"Rice and bread from Fukushima, 5kg"
3001357,甲良町産 コシヒカリ 精米 10kg,3,254428,米・パン / 10kg,"Rice and bread from Shiga, 10kg"
3001358,山口県産 つや姫 精米 10kg,3,352128,米・パン / 10kg,"Rice and bread from Yamaguchi, 10kg"
3001359,神奈川県 トイレットペーパー 72ロール,23,141500,日用品・雑貨 / 72ロール,"Household goods from Kanagawa, 72ロール"
3001360,川崎町産 銘柄鶏 もも肉 3kg,1,043249,肉・肉加工品 / 3kg,"Meat and meat products from Miyagi, 3kg"
3001361,北海道産 乾燥しいたけ 500g,5,014273,野菜・きのこ / 500g,"Vegetables and mushrooms from Hokkaido, 500g"
3001362,串間市産 佃煮 詰め合わせ 5種,8,452076,惣菜・加工品 / 5種,"Prepared and processed foods from Miyazaki, 5種"
3001363,つがる市産 とうもろこし 12本,5,022098,野菜・きのこ / 12本,"Vegetables and mushrooms from Aomori, 12本"
3001364,みやき町産 ずわいがに 脚 1.2kg,2,413461,魚介類・海産物 / 1.2kg,"Seafood from Saga, 1.2kg"
3001365,鳥取県産 スモーク鴨ロース 600g,1,312011,肉・肉加工品 / 600g,"Meat and meat products from Tottori, 600g"
3001366,新上五島町産 和菓子 詰め合わせ 12個,9,424111,菓子・スイーツ / 12個,"Confectionery and sweets from Nagasaki, 12個"
3001367,鶴ヶ島市産 コシヒカリ 精米 5kg,3,112411,米・パン / 5kg,"Rice and bread from Saitama, 5kg"
3001368,東京都 クルーズ 乗船券 2名,28,132195,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3001369,三木町 無垢材スツール 1脚,20,373419,木工品・家具 / 1脚,"Woodwork and furniture from Kagawa, 1脚"
3001370,東京都産 和菓子 詰め合わせ 12個,9,131024,菓子・スイーツ / 12個,"Confectionery and sweets from Tokyo, 12個"
3001371,竹田市産 和菓子 詰め合わせ 20個,9,442089,菓子・スイーツ / 20個,"Confectionery and sweets from Oita, 20個"
3001372,福井県産 あきたこまち 精米 5kg,3,182010,米・パン / 5kg,"Rice and bread from Fukui, 5kg"
3001373,津島市 今治タオル セット 8枚,21,232084,繊維・衣類 / 8枚,"Textiles and apparel from Aichi, 8枚"
3001374,山口県産 燻製 詰め合わせ 5種,8,352071,惣菜・加工品 / 5種,"Prepared and processed foods from Yamaguchi, 5種"
3001375,小野町産 完熟マンゴー 1kg,4,075221,果物 / 1kg,"Fruit from Fukushima, 1kg"
3001376,北海道産 生うに 200g,2,015814,魚介類・海産物 / 200g,"Seafood from Hokkaido, 200g"
3001377,北海道産 サーモン 刺身用 600g,2,012165,魚介類・海産物 / 600g,"Seafood from Hokkaido, 600g"
3001378,今治市産 明太子 切子 500g,2,382027,魚介類・海産物 / 500g,"Seafood from Ehime, 500g"
3001379,愛知県産 煎茶 詰め合わせ 100g×5袋,14,232092,茶・コーヒー / 100g×5袋,"Tea and coffee from Aichi, 100g×5袋"
3001380,北海道産 とうもろこし 12本,5,012131,野菜・きのこ / 12本,"Vegetables and mushrooms from Hokkaido, 12本"
3001381,"藤沢市 観光施設 利用券 5,000円分",27,142051,"旅行券・宿泊券 / 5,000円分","Travel and accommodation vouchers from Kanagawa, 5,000円分"
3001382,扶桑町産 ぽん酢・ドレッシング 5本,16,233625,調味料・油 / 5本,"Seasonings and oils from Aichi, 5本"
3001383,長野県 国産材 積み木 1式,25,204072,文具・玩具 / 1式,"Stationery and toys from Nagano, 1式"
3001384,香川県産 和牛 焼肉セット 600g,1,372021,肉・肉加工品 / 600g,"Meat and meat products from Kagawa, 600g"
3001385,岩手県産 ひとめぼれ 無洗米 10kg,3,032115,米・パン / 10kg,"Rice and bread from Iwate, 10kg"
3001386,徳島県産 サンふじりんご 5kg,4,362026,果物 / 5kg,"Fruit from Tokushima, 5kg"
3001387,兵庫県産 ぽん酢・ドレッシング 5本,16,282154,調味料・油 / 5本,"Seasonings and oils from Hyogo, 5本"
3001388,千葉県産 ボイル毛がに 1尾 500g,2,123471,魚介類・海産物 / 1尾 500g,"Seafood from Chiba, 1尾 500g"
3001389,山口県産 あじ開き 10枚,2,353418,魚介類・海産物 / 10枚,"Seafood from Yamaguchi, 10枚"
3001390,千葉県産 果汁100%ジュース 180ml×24本,15,122068,飲料・ジュース / 180ml×24本,"Beverages and juice from Chiba, 180ml×24本"
3001391,愛知県産 ジェラート 詰め合わせ 12個,9,232289,菓子・スイーツ / 12個,"Confectionery and sweets from Aichi, 12個"
3001392,千早赤阪村産 カステラ 詰め合わせ 3本,9,273830,菓子・スイーツ / 3本,"Confectionery and sweets from Osaka, 3本"
3001393,山形県産 季節限定 生酒 720ml×2本,10,062022,日本酒 / 720ml×2本,"Sake from Yamagata, 720ml×2本"
3001394,兵庫県産 味付ジンギスカン 1kg,1,282286,肉・肉加工品 / 1kg,"Meat and meat products from Hyogo, 1kg"
3001395,北海道産 発酵バター 200g×3個,6,015555,卵・乳製品 / 200g×3個,"Eggs and dairy from Hokkaido, 200g×3個"
3001396,長野県産 樽熟成 赤ワイン 750ml,13,203840,ワイン / 750ml,"Wine from Nagano, 750ml"
3001397,諏訪市産 辛口 白ワイン 750ml×2本,13,202061,ワイン / 750ml×2本,"Wine from Nagano, 750ml×2本"
3001398,蘭越町産 アイスクリーム 詰め合わせ 18個,6,013943,卵・乳製品 / 18個,"Eggs and dairy from Hokkaido, 18個"
3001399,北海道産 平飼いたまご 60個,6,012165,卵・乳製品 / 60個,"Eggs and dairy from Hokkaido, 60個"
3001400,秋田県産 十割そば 10食,7,052035,麺類 / 10食,"Noodles from Akita, 10食"
3001401,愛媛県産 冷凍スムージー 12本,15,384844,飲料・ジュース / 12本,"Beverages and juice from Ehime, 12本"
3001402,宮崎県産 燻製 詰め合わせ 8種,8,453412,惣菜・加工品 / 8種,"Prepared and processed foods from Miyazaki, 8種"
3001403,五泉市産 純米大吟醸 1.8L,10,152188,日本酒 / 1.8L,"Sake from Niigata, 1.8L"
3001404,岐阜県 シルクスカーフ 1枚,21,212130,繊維・衣類 / 1枚,"Textiles and apparel from Gifu, 1枚"
3001405,神奈川県 果物狩り 体験チケット 2名,28,142069,体験・チケット / 2名,"Experiences and tickets from Kanagawa, 2名"
3001406,福岡県産 半生讃岐うどん 20食,7,402079,麺類 / 20食,"Noodles from Fukuoka, 20食"
3001407,今別町産 富有柿 5kg,4,023035,果物 / 5kg,"Fruit from Aomori, 5kg"
3001408,旭川市産 カステラ 詰め合わせ 3本,9,012041,菓子・スイーツ / 3本,"Confectionery and sweets from Hokkaido, 3本"
3001409,松江市産 黒毛和牛 切り落とし 1kg,1,322016,肉・肉加工品 / 1kg,"Meat and meat products from Shimane, 1kg"
3001410,愛媛県 今治タオル セット 5枚,21,382078,繊維・衣類 / 5枚,"Textiles and apparel from Ehime, 5枚"
3001411,沖縄県産 サンふじりんご 10kg,4,472093,果物 / 10kg,"Fruit from Okinawa, 10kg"
3001412,東京都 洗剤 詰め合わせ 1式,23,131113,日用品・雑貨 / 1式,"Household goods from Tokyo, 1式"
3001413,岐阜県 無垢材スツール 1脚,20,212156,木工品・家具 / 1脚,"Woodwork and furniture from Gifu, 1脚"
3001414,高松市 観葉植物 1鉢,29,372013,花・観葉植物 / 1鉢,"Flowers and plants from Kagawa, 1鉢"
3001415,神戸町産 スモーク鴨ロース 400g,1,213811,肉・肉加工品 / 400g,"Meat and meat products from Gifu, 400g"
3001416,千葉県産 黒毛和牛 サーロインステーキ 400g,1,122394,肉・肉加工品 / 400g,"Meat and meat products from Chiba, 400g"
3001417,兵庫県産 あじ開き 20枚,2,282171,魚介類・海産物 / 20枚,"Seafood from Hyogo, 20枚"
3001418,高山市産 チーズケーキ 2台,9,212032,菓子・スイーツ / 2台,"Confectionery and sweets from Gifu, 2台"
3001419,北海道産 アスパラガス 1kg,5,012114,野菜・きのこ / 1kg,"Vegetables and mushrooms from Hokkaido, 1kg"
3001420,幌延町産 ボイル毛がに 1尾 500g,2,015202,魚介類・海産物 / 1尾 500g,"Seafood from Hokkaido, 1尾 500g"
3001421,和泉市 タオル 詰め合わせ 10枚,23,272191,日用品・雑貨 / 10枚,"Household goods from Osaka, 10枚"
3001422,宮代町産 ドリップコーヒー 50袋,14,114421,茶・コーヒー / 50袋,"Tea and coffee from Saitama, 50袋"
3001423,長崎県 和紙 便箋セット 1式,18,422045,工芸品・民芸品 / 1式,"Crafts and folk art from Nagasaki, 1式"
3001424,京都府 ガラス酒器 1式,19,262129,陶磁器・ガラス / 1式,"Ceramics and glassware from Kyoto, 1式"
3001425,兵庫県産 ベーコン・ソーセージセット 1.8kg,1,282014,肉・肉加工品 / 1.8kg,"Meat and meat products from Hyogo, 1.8kg"
3001426,宮城県産 うなぎ蒲焼 3尾,2,042030,魚介類・海産物 / 3尾,"Seafood from Miyagi, 3尾"
3001427,群馬県産 紅はるか さつまいも 5kg,5,102041,野菜・きのこ / 5kg,"Vegetables and mushrooms from Gunma, 5kg"
3001428,土岐市 陶器 マグカップ 2個,19,212121,陶磁器・ガラス / 2個,"Ceramics and glassware from Gifu, 2個"
3001429,東京都 トイレットペーパー 72ロール,23,131130,日用品・雑貨 / 72ロール,"Household goods from Tokyo, 72ロール"
3001430,熊本県産 アスパラガス 1kg,5,433691,野菜・きのこ / 1kg,"Vegetables and mushrooms from Kumamoto, 1kg"
3001431,杵築市産 佃煮 詰め合わせ 5種,8,442101,惣菜・加工品 / 5種,"Prepared and processed foods from Oita, 5種"
3001432,栃木県産 発酵バター 200g×3個,6,092118,卵・乳製品 / 200g×3個,"Eggs and dairy from Tochigi, 200g×3個"
3001433,茨城県産 アスパラガス 1kg,5,083101,野菜・きのこ / 1kg,"Vegetables and mushrooms from Ibaraki, 1kg"
3001434,三重県産 プリン 詰め合わせ 8個,9,242128,菓子・スイーツ / 8個,"Confectionery and sweets from Mie, 8個"
3001435,田辺市 木製パズル 1点,25,302066,文具・玩具 / 1点,"Stationery and toys from Wakayama, 1点"
3001436,黒滝村産 シャインマスカット 2房,4,294446,果物 / 2房,"Fruit from Nara, 2房"
3001437,北海道産 スモーク鴨ロース 400g,1,012106,肉・肉加工品 / 400g,"Meat and meat products from Hokkaido, 400g"
3001438,岩国市産 燻製 詰め合わせ 8種,8,352080,惣菜・加工品 / 8種,"Prepared and processed foods from Yamaguchi, 8種"
3001439,秩父市産 どら焼き 詰め合わせ 12個,9,112071,菓子・スイーツ / 12個,"Confectionery and sweets from Saitama, 12個"
3001440,神奈川県産 自家焙煎コーヒー豆 200g×3袋,14,142018,茶・コーヒー / 200g×3袋,"Tea and coffee from Kanagawa, 200g×3袋"
3001441,静岡県産 温州みかん 10kg,4,222119,果物 / 10kg,"Fruit from Shizuoka, 10kg"
3001442,埼玉県産 佃煮 詰め合わせ 5種,8,112216,惣菜・加工品 / 5種,"Prepared and processed foods from Saitama, 5種"
3001443,鹿児島県産 季節の野菜 詰め合わせ 10品目,5,462144,野菜・きのこ / 10品目,"Vegetables and mushrooms from Kagoshima, 10品目"
3001444,千葉県産 季節の野菜 詰め合わせ 15品目,5,122033,野菜・きのこ / 15品目,"Vegetables and mushrooms from Chiba, 15品目"
3001445,北海道産 飲むヨーグルト 900ml×12本,6,016632,卵・乳製品 / 900ml×12本,"Eggs and dairy from Hokkaido, 900ml×12本"
3001446,湖西市産 抹茶 詰め合わせ 30g×3缶,14,222216,茶・コーヒー / 30g×3缶,"Tea and coffee from Shizuoka, 30g×3缶"
3001447,長野県産 国産小麦パスタ 10袋,7,204510,麺類 / 10袋,"Noodles from Nagano, 10袋"
